video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"mUpJh--SnpY","«Маска» | Выпуск 3. Сезон 2","2021-03-01T07:39:13Z","UCL5xTvMc3zmoTkcf5BEEK_w","WeiT Media","24","21.01.03","вайт медиа|Weit Media","51355","1047","190","433","https://i.ytimg.com/vi/mUpJh--SnpY/default.jpg","False","False","Второй сезон самого непредсказуемого шоу на российском телевидении! Шоу “Маска” - это адаптация популярного во всем мире проекта The Masked Singer.Соц сети «ВайТ Медиа»:ВКонтакте: https://vk.com/weit_media​​Одноклассники: https://ok.ru/weitmedia​​Facebook: https://www.facebook.com/weitmedia/​​Instagram: http://instagram.com/weitmedia​​Twitter: https://twitter.com/weit_media​"
"75MEQ0s5-n0","TATARKA: впервые откровенно о разводе с Ильичом, женском рэпе и работе в секс-шопе","2021-03-01T07:00:01Z","UCvQXaJTjA3jRucTKN4CGiwg","Ксения Собчак","22","21.01.03","собчак|ксения собчак|осторожно|интервью|татарка|tatarka|интервью татарки|tatarka интервью|джарахов|поперечный|ильич|uno|little big|ирина смелая|little big uno","262025","15047","1064","2218","https://i.ytimg.com/vi/75MEQ0s5-n0/default.jpg","False","False","Только по промокоду KSENIYA25 скидка 25% на весь ассортимент Rowenta на МВидео - https://bit.ly/3swOZYMПорадуйте себя и своих любимых к празднику!Поздравьте женщин с 8 марта! Цветы, десерты и другие подарки на онлайн-платформе Flowwow. Используйте промокод SOBCHAK со скидкой 300 рублей в приложении или на сайте: https://flowwow.onelink.me/PZAR/KSENIASOBCHAKhttps://www.letu.ru/promo/9100001100 рублей от покупки любого флакона Salvatore Ferragamo будут перечислены в сеть взаимопомощи женщин «ТыНеОдна».YouTube-канал Tatarka https://www.youtube.com/c/TRASHONLITTLE BIG: успех Skibidi, коллаба с Киркоровым и рэп-баттл с Навальным https://youtu.be/9BAfdAuZrNc#КсенияСобчак #ОсторожноСобчак #Татарка #TatarkaInstagram: https://instagram.com/xenia_sobchakFacebook: https://facebook.com/sob4akВКонтакте: https://vk.com/sobchakОдноклассники: https://ok.ru/sobchak"
"QVHoHB-lsaU","КАК ИНСТАСАМКА НА КРЕСТЬЯН КРИВОЗУБЫХ ЖАЛОВАЛАСЬ","2021-03-01T10:07:30Z","UCnQBjLBbZ6TXMwM_D_iaXjQ","Юрий Хованский","24","21.01.03","Хованский|Юрий Хованский|МС Хованский|Хованский клип|Шаверма патруль|Бич Закупка|Хованский пиво|Хованский стендап|Хованский версус|Хованский дисс|Хованский сухпайки|Хованский моргенштерн|Хованский лайв|Хованский Маликов|Хованский батя в здании|инстасамка|реакция","140949","14127","1560","1579","https://i.ytimg.com/vi/QVHoHB-lsaU/default.jpg","False","False","ДРУЗЬЯ https://twitter.com/Jasmine52117306Сегодня мы с вами обсудим недавний ролик Инстасамки, в котором она сожалеет (или нет) о всём, что натворила по отношению к обслуживающему персоналу. Пепельницы в лицо курьеров, выброшенные вещи визажистов и выбитые окна таксистов - всё это ждёт вас в свежем расследовании!ПОДПИШИСЬ, ЧТОБЫ НЕ ПРОПУСТИТЬ НОВЫЕ ВИДЕО: http://youtube.com/user/russianstandup?sub_confirmation=1Всем привет, дамы и господа! С вами Юрий Хованский ака МС Хованский - видеоблогер, гангстер и алкоголик, автор таких шоу как Шаверма Патруль, Russian Stand-Up и Бич Закупка. Вы можете помнить меня по состоявшемуся батлу с Лариным, несостоявшемуся батлу с Моргенштерном и клипу Батя в здании. Сейчас у меня на канале выходят разговорные ролики, скетчи, критические обзоры на блогеров, рецепты со Славным Друже, стендап, байки и многое другое. В лучшие моменты карьеры я судил Версус и разрывал тренды, а теперь просто стараюсь не унывать: пишу диссы, снимаю клипы, режиссирую фильмы и постоянно пытаюсь придумывать для вас что-то новое. Мне будет очень приятно, если вы нажмёте на колокольчик и подпишетесь на все мои соцсети, чтобы ничего не пропустить.ХОВАНСКИЙ ЮТУБ - https://youtube.com/user/russianstandupТЕЛЕГРАМ ПЕЧЕНЬ ХОВЫ - https://t.me/pechovaНАРЕЗКИ СО СТРИМОВ - https://youtube.com/user/khovanskyintheskyХОВАНСКИЙ ИНСТАГРАМ - https://instagram.com/yurykhovanskyМС ХОВАНСКИЙ – https://goo.gl/cPsxmfХОВАНСКИЙ ТВИТТЕР - https://twitter.com/RussianStandupХОВАНСКИЙ ВКОНТАКТЕ - https://vk.com/hovanСТАТЬ СПОНСОРОМ КАНАЛА - https://goo.gl/zsHwhZПО ВОПРОСАМ РЕКЛАМЫ - khovanskyprmanager@gmail.comЕсли вам понравился ролик, лучшим способом отблагодарить меня будут ваши лайки и комментарии под видео. Спасибо за просмотр!"
"zwKWiitQgdc","20 ШУТОК про СМЕРТЬ","2021-02-28T16:46:12Z","UCR-Hcwi27-Ee6VnGzmxE1pA","Данила Поперечный","23","21.01.03","поперечный|данила поперечный|стендап|комик|юмор|россия|spoontamer|stand-up|comedian|standup|russia|20 шуток|шутки|комедия|комики|соревнование шуток|смерть|чернуха|воппер|бургер кинг","754428","91130","3266","3042","https://i.ytimg.com/vi/zwKWiitQgdc/default.jpg","False","False","БургерКинг: https://burgerkingapp.onelink.me/220f/b0af277- - - - - -Телеграм: https://t-do.ru/poperechnyiСтраница ВК: https://vk.com/spoontamerГруппа ВК: https://vk.com/poperechnyТвиттер: https://twitter.com/spoontamerИнстаграм: https://instagram.com/spoontamer"
"xtcVwuauVV0","ATEEZ(에이티즈) - ‘불놀이야 (I'm The One)’ Official MV","2021-03-01T09:00:00Z","UCQdq-lqPEq_yZ_wP_kuVB9Q","KQ ENTERTAINMENT","10","21.01.03","KQ|케이큐|에이티즈|ATEEZ|HONGJOONG|SEONGHWA|YUNHO|YEOSANG|SAN|MINGI|WOOYOUNG|JONGHO|홍중|성화|윤호|여상|산|민기|우영|종호|김홍중|박성화|정윤호|강여상|최산|송민기|정우영|최종호|KPOP|KPOP MV|KPOP Music video|ATEEZ Music Video|ATEEZ MV|ATEEZ FEVER|ATEEZ ZERO FEVER PART 2|에이티즈 제로 피버 파트투|ATEEZ 제로 피버 파트투|불놀이야|Fireworks|에이티즈 불놀이야|ATEEZ Fireworks|Fireworks MV|불놀이야 뮤비|불놀이야 뮤직비디오|Fireworks 뮤비|Fireworks Music Video|에이티즈 불놀이야 뮤직비디오|ATEEZ Fireworks 뮤비|에이티즈 불놀이야 뮤비|에이티즈 Fireworks 뮤비|ateez fireworks|ATEEZ 불놀이야","1286798","405525","1896","74737","https://i.ytimg.com/vi/xtcVwuauVV0/default.jpg","False","False","Melon ▶ https://kko.to/aj3brJeDogenie ▶ https://bit.ly/3uKpfdsiTunes ▶ https://apple.co/3kwDY6ZSpotify ▶ https://spoti.fi/3r3D4kIRelease Date: 2021. 3. 1. 6PM (KST)▶ ATEEZ Official Homepage:http://ateez.kqent.com▶ ATEEZ Official V LIVE: http://channels.vlive.tv/C057DB▶ ATEEZ Official Facebook:https://facebook.com/ATEEZofficial▶ ATEEZ Official Twitter:https://twitter.com/ATEEZofficial▶ ATEEZ Official Instagram:https://instagram.com/ATEEZ_official_▶ ATEEZ Official Fancafe:http://cafe.daum.net/ATEEZ▶ KQ Official Homepage: http://kqent.com▶ KQ Official V LIVE: http://channels.vlive.tv/CB8675▶ KQ Official Facebook: https://facebook.com/kqent▶ KQ Official Twitter: https://twitter.com/kqent▶ KQ Official Instagram:https://instagram.com/kqent#ATEEZ #에이티즈 #FEVER_Part_2"
"b6YCE-iGp2Q","ДТ75 на японском V8 300сил в глубоком снегу!","2021-02-28T12:00:13Z","UC2hsvTzqdjsGOUnM-Ilai6Q","Combat Crew","2","21.01.03","combat crew|комбат крю|combatcrew|заводим спустя|оживление мертвеца|трактор почтальон|трактор казахстан|дт 75 почтальон|дт75 казахстан|гусеничный трактор|трактор на бездорожье|Дт75 в снегу|Дт75 глубокий снег|Дт75 на бездорожье|Дт75 offroad","779421","53385","1204","6616","https://i.ytimg.com/vi/b6YCE-iGp2Q/default.jpg","False","False","Качай World of Warships и Играй бесплатно на ПК - https://wo.ws/3s3uX86 и на Консолях: World of Warships: Legends Наш магазин: https://combatcrew.ruСаундтрек - Александр Пушной - YouTube https://www.youtube.com/user/PushnoyRUПо вопросам сотрудничества: info@combatcrew.ruInstagram: https://instagram.com/combatcrew_Группа в Вк: https://vk.com/combatcrewLive Канал: https://www.youtube.com/user/MrPautini4Стать спонсором канала: https://www.youtube.com/channel/UC2hsvTzqdjsGOUnM-Ilai6Q/join"
"yQyNo-Iu9D4","Слава Комиссаренко «Как я переболел коронавирусом» 2021","2021-02-28T09:00:31Z","UCRSWQSkgVqNtPMK4WEToOiA","Слава Комиссаренко","22","21.01.03","слава комиссаренко|комиссаренко|комиссаренко чбд|комиссаренко коронавирус|слава комиссаренко stand up|стендап|чбд|слава комиссаренко стендап|слава комиссаренко 2021|stand up|юмор|standup|stand up слава комиссаренко|стендап слава комиссаренко|стендап клаб|стенд ап|stand up comedy|стэнд|юморист|comedy|стендап коронавирус|стендап ковид|стендап болезнь|переболел коронавирусом|комиссаренко переболел|стендап про ковид|чык чырык|стендап на тнт|тнт|щербаков","930655","51570","1743","1736","https://i.ytimg.com/vi/yQyNo-Iu9D4/default.jpg","False","False","Найти дешёвые авиабилеты: https://i.avs.io/9gc2ppБилеты на все ближайшие концерты: https://slavakomissarenko.ru По вопросам рекламы: slavakomissarenko@gmail.com Я тут не так давно переболел коронавирусом, было так себе, зато я высказался ;) Подписывайтесь на мой инстаграм, там тоже есть интересные штуки: https://www.instagram.com/slavakomissarenko"
"90ylD-pnN-A","ТАЧКА на ПРОКАЧКУ - финал! Куда ушёл 1,000,000р ?","2021-02-28T16:47:38Z","UC-Osiqly2kWjXcB6ElD2iCQ","Дима Гордей","2","21.01.03","Тачка на прокачку|гордей прокачал|тачка на прокачку гордей|тачка на прокачку с Димой гордеем|гордей подарил|подарил Машину|тюнинг Авто|тюнинг|гордей подарил Машину","1082566","114976","2332","6399","https://i.ytimg.com/vi/90ylD-pnN-A/default.jpg","False","False","Качай World of Warships и Играй бесплатно на ПК - https://wo.ws/3uBDxwE и на Консолях: World of Warships: Legends Огромное спасибо ребятам из LOWLIFEТюнинг ателье Lowlife - https://youtube.com/channel/UCD2fDtBkXqb6pGRfSmIpbgALowlife инстаграм - https://instagram.com/lowlife_place?igshid=1cm52e301y4xmБилеты для зимних путешествий S7 Airlines:- https://bit.ly/3uy7YUDGorilla Energy - https://youtube.com/user/GorillaEnergyТаймкоды:2:26 - приехали с подписчиком в black star картинг5:26 - полная покраска Хонды7:29 - шоппинг в ЦУМе с подписчиком10:46 - перешив салона 14:04 - привезли подписчика в самый дорогой барбершоп TopGun18:40 - полная шумоизоляция 20:20 - установка автозвука22:33 - приехали на турнир по боксу (Тарасов vs Кокляев)26:30 - устанавливаем диски и подвеску30:46 - ужин в ресторане Моргенштерна КАЙФ31:46 - сборка Хонды АКОРДПодписывайтесь на мою инсту - https://instagram.com/dimagordey/​​ТИК ТОК - https://vm.tiktok.com/uf5ayD/​​ТАЧКА на ПРОКАЧКУ - финал! Куда ушёл 1,000,000р ? Как вы помните мы взяли в прокачку старую Honda Accord на Камчатки. И отправили ее тюнинговать во Владивосток. В этот раз мы решили и сделать реально самую масштабную прокачку для подписчика на сумму в 1 000 000 рублей. И выйти совершенно на новый уровень, думаю вы даже её не узнаёте, когда увидите финальный результат.Почта для сотрудничества по тачке на прокачку -  dima1991gordeev@gmail.comЗАКАЗАТЬ РЕКЛАМУ - dimagordey@wildjam.ru Мой ВК - https://vk.com/dima_gordey​​Мой второй канал - YOUTUBE.COM/DIMAGORDEY​​Присоединяйтесь)​​ #димагордей​​ #гордей #тачканапрокачку"
"a-qC_adCsrE","Воскресный вечер с Владимиром Соловьевым от 28.02.2021 @Россия 1","2021-02-28T23:45:22Z","UC2D0dmLHKbIe9aACnlcTLPg","Россия 1","24","21.01.03","россия 1|поединок|михеев|полный контакт|вечер с владимиром соловьевым|ковтун|жириновский|сатановский|соловьев|вечер|владимир соловьев|россия|армения|азербайджан|карабах|нагорный карабах|сша|германия|путин|трамп|лукашенко|тихановская|беларусь|выборы|америка|интервью|политика|северный поток 2|коронавирус|covid|coronavirus|навальный|санкции|украина|зеленский|европа|вечер с Владимиром Соловьёвым онлайн|смотрим","901415","18778","9735","4508","https://i.ytimg.com/vi/a-qC_adCsrE/default.jpg","False","False","https://smotrim.ru/brand/21385Подпишитесь на канал: https://www.youtube.com/c/poedinoktv?sub_confirmation=1Вечер с Владимиром Соловьевым от 28.02.2021.Официальный канал ток-шоу на общественно-политические темы: Воскресный вечер с Владимиром Соловьёвым, Поединок.Смотрите также:Вечер с Соловьевым: https://www.youtube.com/playlist?list=PLwJvP0lZee7wGKLURAENUVekHeK0nGO-AВоскресный вечер с Соловьёвым: https://www.youtube.com/playlist?list=PLwJvP0lZee7zYMGBmzUqNn16P71vHzgkUПоединок: https://www.youtube.com/playlist?list=PLwJvP0lZee7w8v4MSf0MftJqoDFW84U4M60 минут: https://www.youtube.com/playlist?list=PLLHjKKyQ4OaTNAsBzZYNiJ3whlTLmyEynСпециальный корреспондент: https://www.youtube.com/playlist?list=PLDsFlvSBdSWfD19Ygi5fQADrrc4ICefyGВести в субботу с Брилевым: https://www.youtube.com/playlist?list=PLLHjKKyQ4OaRo7DdFmy7lHQColWVXH5MlВести недели с Киселевым: https://www.youtube.com/playlist?list=PLLHjKKyQ4OaTpipoWQNR1ya5zp19Gc4ZB60 минут: https://www.youtube.com/playlist?list=PLLHjKKyQ4OaTNAsBzZYNiJ3whlTLmyEynВести в 20:00: https://www.youtube.com/playlist?list=PLLHjKKyQ4OaQNfEVb1ssl-yu2dGPLLS7rПолный контакт: https://www.youtube.com/playlist?list=PLwJvP0lZee7wpRxjb7FJmCQviusTNisFk"
"vkM168O0T0U","Я - АКЦИОНЕР Apple","2021-02-28T12:30:06Z","UC6bTF68IAV1okfRfwXIP1Cg","itpedia","28","21.01.03","шевцов|щевцов|алексей|itpedia|айтипедия|итпедия|apple|microsoft|intel|amd|tesla|акции|илон макс|тесла|тим кук|эпл|iphone|инвестиции|биткоин|bitcoin|ethereum|криптовалюта|ценный бумаги|фондовый рынок|купить акции|биржа|айфон","709655","73728","2909","4344","https://i.ytimg.com/vi/vkM168O0T0U/default.jpg","False","False","Попробуй Тинькофф Инвестиции бесплатно и получи пакет акций стоимость до 25 000₽ в подарок — https://l.tinkoff.ru/itpediainv______________________________________________________Наш магазин вещей: https://jolybell.com/Мой телеграм канал: https://t.me/jolybells______________________________________________________Сотрудничество sergeyutkin99@gmail.com"
