video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"LOLBmOVhEAE","Gera Mx & Nanpa Básico & Charles Ans - Penitencia (Video Oficial)","2021-03-03T06:00:15Z","UCwEJBGLB1knx2pYESEvWDWg","Gera MX","10","21.04.03","Gera MX|Gera MXM|penitencia|los no tan tristes|nanpa basico|charles ans|penitencia los no tan tristes|los no tan tristes penitencia|gera mx nanpa basico charles ans","1292051","164876","1209","12189","https://i.ytimg.com/vi/LOLBmOVhEAE/default.jpg","False","False","#LosNoTanTristes #GeraMX #NanpaBásico #CharlesAns  #Penitencia #JayrickPenitencia - Gera MX, Charles ANS, Nanpa Básico  Producción por JayRickMaster por Francisco Sánchez Video por @guccitrx_axl🛎  Sigue a Gera Mx en redes sociales:      - Facebook: https://www.facebook.com/GERAMX444/​     - Instagram: https://www.instagram.com/geramx1/​     - Spotify: https://cutt.ly/2yTo6wq​Penitencia[Gera]Voy a pagar toda la penitenciaNo hay adivino para saber qué piensasPara dejarme no tuvo conciencia Ahora tengo el corazón dentro de una sala de urgencias Salgo temprano pero vuelvo tarde Mejor no esperes mis ganas de amarte Vivo muy loco para enamorarte Y cuando cantó por los sábados le llaman arte Crecí en San Luis pero soy de Marte Después te cuento ese trip parte Voltea aquí arriba para iluminarte Y ahora que me encuentro roto tengo más para contarte Siempre voy a querer todo mi vida para en una rueda Soy adicto a tus lunares, tus labios y la moneda Adicto a los diamantes y al amor en primavera Soy tu fan número uno cuando meneas la cadera Y así fue que la vida dijo que yo tenía lo suficiente pa ser feliz Y ahora qué Me gano la vida cantando todo lo que yo sentía por ti [Nanpa]Mami Me gustas pero no no tengo tiempo para buscarte Mami Me gustas pero no No tengo tiempo para cuidarte Yo salí de casa may con sólo una misión ser el orgullo de mami sin pisar una prisión Se puso duro el ruedo hice de tripas corazón pero son fuertes los niños que salen del callejónY así soy yo Escribo canciones Para ganarme mi dinero Baby así soy yo No soy para ti mejor Guarda tus te quieros Para alguien que te mime y que te espere en casa Que cumpla tus deseos y sepa que te pasa Pero tú que me conoces sabes que no soy así Yo soy un buen hombre más no bueno para ti[Charles]La penitencia siempre fue tu ausencia La creencia de lo que unos piensan Leer tus ojos nunca fue una ciencia Y para el mal de amores sirve la paciencia Esa advertencia siempre la vi en tu mirada Como las letras chicas del contrato que firmaba Tu sonrisa tan perfecta y tus ganas de ser amada Yo aquí abriendo la coraza pa que me dejes sin nada Estoy de nuevo a solas en este sillón Tú con vestido nuevo bailando en un salón Solito, a de cuentas es mi profesión Con un letrero enorme que dice En reparación Era su mirada por la mañana La penitencia que me quedaba El tiempo corre y no me esperaba La penitencia está en tu mirada (Coro)Mami Me gustas pero no no tengo tiempo para buscarte Mami Me gustas pero no No tengo tiempo para cuidarte Escucha el playlist oficial de Rich Vagos: https://smarturl.it/RichVagosSpotifyEscucha lo mejor de la calle en Hits del Barriohttps://smarturl.it/HitsDelBarrioRich Vagos Entertainment 2021"
"4tvHTgbeizY","Si este Tik Tok llega a 200MIL LIKES ❤️ ME CORTAN EL CABELLO 😭","2021-03-03T21:00:12Z","UCe3xEk6Yz-q6KdiLOeZ4Wag","Lapizin Crack","22","21.04.03","lapizin|lapizito|gomita|soy fredy|Lapizin crack|FLAMAAAAAA|Rip|trenzas|tijerazo|broma|tik tok|reto|tik toker|likes|200mil|nuevo video|payasos|sin maquillaje|triste|nuevo look|lil pump|6ix9ine|flow|2021|video|Lapicin|sra chave|angel Alfredo ordaz campos|waaaaaaa","260098","28345","770","1149","https://i.ytimg.com/vi/4tvHTgbeizY/default.jpg","False","False","ME TOCO PERDER Y CUMLIR EL RETO!!Denle like a mi video y compártanlo!! :)No olviden suscribirse porque estaré subiendo cosas muy LOCAS!!!Sígueme en mis redes sociales: INSTAGRAM: https://www.instagram.com/soylapizin/...​...TWITTER: https://twitter.com/lapizinoficial/me...​..."
"S2OjQmiTKnQ","ME COMPRÉ UN CAMIÓN 🚛","2021-03-03T22:00:06Z","UCmDfpsIMjCw9bMrwa8dIsTw","ElJuaniquilador","20","21.04.03","juansguarnizo|juan guarnizo|juanguarnizo|juangarnizo|juan garnizo|eljuaniquilador|el juaniquilador|juansguarnizo canal secundario|juansguarnizo segundo canal|juansguarnizo canal 2|twitch|clips|clips de twitch|clips de twitch en español|unboxing|american truck simulator|camion|camionero|anecdota|anecdotario|iron man|wandavision|cars|toy story|videojuegos|tendencia","580763","98887","787","3060","https://i.ytimg.com/vi/S2OjQmiTKnQ/default.jpg","False","False","Jugué al American Truck Simulator y les conté algunas anécdotas 100% reales, espero les guste. :DCanal principal: https://www.youtube.com/channel/UCdvyCPDTkkfd4MwqD7ZkGggCanal de Buenos Días Norteamérica: https://www.youtube.com/channel/UC8e6YCr3MnL11K263ez-Xpg¡SUSCRÍBETE Y ACTIVA LA CAMPANITA!Twitch: https://www.twitch.tv/juansguarnizoTwitter: https://twitter.com/JuanSGuarnizoInstagram: https://www.instagram.com/juansguarnizoContacto: juansguarnizo@agenciaplaybook.com"
"siBt5ithlQ8","🤯 Comeback worthy of a final! | HIGHLIGHTS | Barça 3-0 Sevilla","2021-03-03T23:19:24Z","UC14UlmYlSNiQCBe9Eookf_A","FC Barcelona","17","21.04.03","FC Barcelona|برشلونة،|Fútbol|FUTBOL|soccer|FUTEBOL|Sepakbola|サッカー|كرة القدم|football|FCB|Barça|Sport|Club|Barcelona|CAMP NOU|ter stegen|pique|busquets|messi|goat|leo messi|dembele|lenglet|griezmann|antoine griezmann|yt:cc=on|koeman|trincao|pedri|comeback|ilaix|moriba|sevilla|final|copa|rey|last|minute|remuntada|remontada|lesión|braithwaite|header|cabezazo|penalti|penalty|90|3-0|semifinal|Copa del Rey|2021|Cartuja","2783159","137294","1729","7284","https://i.ytimg.com/vi/siBt5ithlQ8/default.jpg","False","False","Piqué’s last second goal sends the game into extra time and Braithwaite’s header earns a place in the Copa del Rey Final!SUBSCRIBE NOW:▶ https://www.youtube.com/user/fcbarcelona ⚽ BARÇATV+: http://barca.link/wT1w30qMyQO🌐 Site: http://www.fcbarcelona.com📱 App: https://go.onelink.me/xndC/DownloadAppYouTube🔵 Facebook: http://www.facebook.com/fcbarcelona📸 Instagram: http://www.instagram.com/fcbarcelona🐦 Twitter: http://twitter.com/FCBarcelona🎶 Tiktok: https://www.tiktok.com/@fcbarcelona 📱 Viber: http://chats.viber.com/fcbarcelona🛍 Get all official Barça apparel from FC Barcelona's online store: http://barca.link/j8QH30qQh4Y 🔵🔴 #FCBarcelona"
"hLJkpa2YIyg","Adicto A Volar (trailer) -Rafa Polinesio | Los Polinesios nueva canción","2021-03-03T21:00:54Z","UCwJrDbRJBGvIdYrpBMNtCIg","PlaticaPolinesia","23","21.04.03","[none]","171730","24040","772","2960","https://i.ytimg.com/vi/hLJkpa2YIyg/default.jpg","False","False","ANTERIOR:https://youtu.be/yHiFN9GYWCUNUESTROS CANALES:Bromas: http://www.youtube.com/platicapolinesaRetos: http://www.youtube.com/ppextrasTutoriales: http://www.youtube.com/ppmussasVideojuegos: http://www.youtube.com/ppjuxiisFacebookhttp://www.facebook.com/PlaticaPolinesiahttp://www.facebook.com/TeamRaffahttp://www.facebook.com/TeamKarenhttp://www.facebook.com/TeamLesslieTwitterhttp://twitter.com/platicapolinesihttp://twitter.com/ppteamrafahttp://twitter.com/ppteamkarenhttp://twitter.com/ppteamlessliehttp://twitter.com/ppteamariahttp://twitter.com/ppteamklerhttp://twitter.com/ppteamkocoNUESTROS INSTAGRAMS:http://www.instagram.com/PlaticaPolinesihttp://www.instagram.com/PPTeamKarenhttp://www.instagram.com/PPTeamLessliehttp://www.instagram.com/PPTeamRafahttp://www.instagram.com/PPTeamAriahttp://www.instagram.com/PPTeamKlerhttp://www.instagram.com/PPTeamKocoNUESTROS SNAPCHATS:lessliepolinesippteamrafakarenpolinesiaANTERIOR:https://youtu.be/Bzg6TMhKEv0NUESTROS CANALES:Bromas: http://www.youtube.com/platicapolinesaRetos: http://www.youtube.com/ppextrasTutoriales: http://www.youtube.com/ppmussasVideojuegos: http://www.youtube.com/ppjuxiisFacebookhttp://www.facebook.com/PlaticaPolinesiahttp://www.facebook.com/TeamRaffahttp://www.facebook.com/TeamKarenhttp://www.facebook.com/TeamLesslieTwitterhttp://twitter.com/platicapolinesihttp://twitter.com/ppteamrafahttp://twitter.com/ppteamkarenhttp://twitter.com/ppteamlessliehttp://twitter.com/ppteamariahttp://twitter.com/ppteamklerhttp://twitter.com/ppteamkocoNUESTROS INSTAGRAMS:http://www.instagram.com/PlaticaPolinesihttp://www.instagram.com/PPTeamKarenhttp://www.instagram.com/PPTeamLessliehttp://www.instagram.com/PPTeamRafahttp://www.instagram.com/PPTeamAriahttp://www.instagram.com/PPTeamKlerhttp://www.instagram.com/PPTeamKocoNUESTROS SNAPCHATS:lessliepolinesippteamrafakarenpolinesiaANTERIOR:https://youtu.be/Bzg6TMhKEv0NUESTROS CANALES:Bromas: http://www.youtube.com/platicapolinesaRetos: http://www.youtube.com/ppextrasTutoriales: http://www.youtube.com/ppmussasVideojuegos: http://www.youtube.com/ppjuxiisFacebookhttp://www.facebook.com/PlaticaPolinesiahttp://www.facebook.com/TeamRaffahttp://www.facebook.com/TeamKarenhttp://www.facebook.com/TeamLesslieTwitterhttp://twitter.com/platicapolinesihttp://twitter.com/ppteamrafahttp://twitter.com/ppteamkarenhttp://twitter.com/ppteamlessliehttp://twitter.com/ppteamariahttp://twitter.com/ppteamklerhttp://twitter.com/ppteamkocoNUESTROS INSTAGRAMS:http://www.instagram.com/PlaticaPolinesihttp://www.instagram.com/PPTeamKarenhttp://www.instagram.com/PPTeamLessliehttp://www.instagram.com/PPTeamRafahttp://www.instagram.com/PPTeamAriahttp://www.instagram.com/PPTeamKlerhttp://www.instagram.com/PPTeamKocoNUESTROS SNAPCHATS:lessliepolinesippteamrafakarenpoli"
"fgLj1bJ0Y7c","COMPRO MI NUEVO LAMBORGHINI Y LLEGO EN JET PRIVADO || ALFREDO VALENZUELA","2021-03-03T01:00:19Z","UC4PmaPjnhdLcvkQkh9UuOPg","Alfredo Valenzuela","22","21.04.03","Juca|Salomondrin|Alejandro|Salomon|Manuel|Rivera|11|Manuelrivera|ganque|alfata90|tuning|mods|modificaciones|carros|super|cars|deportivo|carreras|ilegales|challenger|srt|corvette|z07","1449809","175212","2467","24766","https://i.ytimg.com/vi/fgLj1bJ0Y7c/default.jpg","False","False","Únete gratis a mi nuevo club de emprendimiento para aprender a generar ingresos de internet:https://www.clubalfredovlza.comSuscribete a mi canal: https://goo.gl/DarzaQSuscribete a mi canal de mi novia y mio: https://www.youtube.com/channel/UC9-atanNm8jpEIqBsy1BcJASuscribete a mi canal secundario: https://www.youtube.com/channel/UCIjG7YfKi1Lv1Bcg4Ag-hmQSuscribete al canal de mi novia: https://www.youtube.com/andreanavarroCONTACTO/PUBLICIDAD/NEGOCIOS:alfredovlza@gmail.comMI NEGOCIO DE CELULARES (ANDROSTORE):https://www.instagram.com/androstoremxwww.androstore.comSi quieres estar pendiente de mi, sígueme en mis redes sociales: Instagram: https://www.instagram.com/alfredovlzaFacebook: https://www.facebook.com/alfredovlzaTwitter: https://www.twitter.com/alfredovlza"
"5lOYVazyirg","@Lupita Anaya ME ENCUENTRA MENSAJES CON MI EX Y ASI REACCIONA","2021-03-03T20:30:32Z","UCz_yFP2jBlzOlU9spemlVLA","Soy Lupita","24","21.04.03","lupita anaya|soy lupita","174655","14962","331","979","https://i.ytimg.com/vi/5lOYVazyirg/default.jpg","False","False","SIGUEME EN MIS REDES SOCIALES💖  INSTAGRAM: https://www.instagram.com/soylupitaan...💖  FACEBOOK: https://www.facebook.com/SoyLupitaAnaya/contacto: soylupitaanaya@gmail.com"
"9c50nQPPRc4","LE ROBAMOS EL BOTÓN DE DIAMANTE A FEDE VIGEVANI","2021-03-04T00:00:23Z","UC0n5Ihqix8mEqGsjygiJk6Q","Más SKabeche","24","21.04.03","DIAMANTITO 3|EL BOTÓN DE DIAMANTITO|MIKECRACK|BOTÓN DE DIAMANTE|FERNANFLOO|7 YOUTUBERS QUE ROMPIERON SU BOTÓN DE DIAMANTE|KMYES|BOTÓN DE DIAMANTE Y HABLANDO CON FANS EN OMEGLE|ELRUBIUSOMG|MIS DOS BOTONES DE DIAMANTE|JUEGA GERMÁN|EL LEGENDARIO BOTÓN DE DIAMANTE DE YOUTUBE POR 10 MILLONES|LUISITO COMUNICA|LA ENTREGA MÁS ÉPICA DEL BOTÓN DE DIAMANTE|LOS POLINESIOS|HE ROTO EL BOTÓN DE DIAMANTE DE YOUTUBE|THEGREFG|PASTEL CON LÁMINAS DE PLATA|MIS PASTELITOS|FEDE VIGEVANI","1353299","186195","3592","6986","https://i.ytimg.com/vi/9c50nQPPRc4/default.jpg","False","False","► VOTA AQUÍ PARA LOS KCA: https://kca.mundonick.com/vota► SUSCRÍBETE: http://bit.ly/MasSKabeche SKuad por fin le devolvimos la broma a nuestro amigo @Fede Vigevani por todas las bromas que nos ha hecho, como haber besado a nuestra hermana o llenarnos nuestros cuartos de fotos de su  beso. Comenta que dinámica quieres que hagamos para que la recupere.SIGUENOS EN INSTAGRAM:► http://instagram.com/skabechetv► https://www.instagram.com/bryan_skabeche► https://instagram.com/eddy_skabeche► https://www.instagram.com/ericklindoro► https://www.instagram.com/soy.luigi► https://www.instagram.com/piculincito► https://www.instagram.com/yosoy.tony► https://www.instagram.com/steven_kimbo_skabeche► https://www.instagram.com/sk.petsTAMBIÉN TENEMOS TIK TOK ¡Síguenos!:► bryan_skabeche: https://www.tiktok.com/@bryan_skabeche► eddy_skabeche: https://www.tiktok.com/@eddy_skabecheFACEBOOK:SKabeche ► https://www.facebook.com/SKabecheTVEddy SKabeche ► https://www.facebook.com/EddySkabecheBryan SKabeche ► https://www.facebook.com/BryanSKabecheTVTWITTER:SKabeche ► https://twitter.com/SKabecheTVBryan ► https://twitter.com/Bryan_SKabecheEddy ► https://twitter.com/Eddy_SKabecheCONTACTO Y NEGOCIOS ► skabeche@gazer73.meEdición:► https://www.instagram.com/marcsaucedoaRetos - SKabecheSMH :D"
"HuSUGG3RkXo","HACKER VOLADOR RESPONDE DE ESTA MANERA 😱 LE DOY UN CONSEJO 🤣 FREE FIRE - THE WICK","2021-03-03T14:30:04Z","UC0g898YlZi90Bet3A7Al5Pw","The Wick","20","21.04.03","#freefire|#freefirerandom|#freefireindonesio|#thewick|#entretenimiento|#videojuegos|#freefirehacker|#antronixx|#thedonato|#golencitogames|#luay","733527","85413","1090","5482","https://i.ytimg.com/vi/HuSUGG3RkXo/default.jpg","False","False","👍SÍGUEME EN MIS REDES OFICIALES👍▶FACEBOOK: http://FB.GG/TDWICK​​​​​▶TIKTOK: https://vm.tiktok.com/owHeyd/​​​​​▶INSTAGRAM → https://www.instagram.com/tdwick/​​​​​Editor: @Harrix  gran maestro free fire ,  gran maestro , alok , dj alok , nuevo personaje free fire , cubomagico , fragmentos de cubo magico free fire  cubo magico free fire , free fire cubo magico , configuracion free fire , hud free fire , videos de free fire , jugando free fire , free fire cancion , free fire donato , rap de free fire , musica de free fire , canciones de free fire , jugando free fire cancion , musica free fire , el rap de free fire , cancion de free fire , vídeo de free fire , la canción de free fire , el mejor jugador de free fire , pase elite free fire , música de free fire , free fire en vivotruco para Free Fire, truco para Free FIRE BATTLEGROUNDS, factory, nuevos codigos en free fire , central nuclear bimasakti, clock tower, campanario, cartel free fire peak, limite altura, altura maxima, set criminal, escuadron criminal, guardian cosmico chica, luck royale, zapatos saltar, salto explosivo, nuevo modo, mgl140, lanzagranadas, actualización, coronatáctica, culata, asi funciona, heroico, jonbtc, factory, zapatos para saltar, parkour free fire, factory parkour imposible, chef, cocinero, cocinera, ,hack de free fire, hack para ganar en free fire, truco para ganar en free fire, el mejor escondite de free fire Battlegrounds, truco de free fire, truco free fire, hack de free fire Battlegrounds, hack para free fire Battlegrounds, truco de free fire, Truco free fire, escondite free fire, troleando a niños rata en free fire, trolleando en free fire, trolleando niños rata free fire, trolean, abriendo cajas halloween, P90, TOKEN DEL TESORO, modo zombie, apocalipsis zombie, gameplay, simon dice free fire,  dice,  salas privadas, fiestas, p90, nueva arma, nueva actualización, nueva moto, golencitogames , the wick"
"6vNh-QW6Hlc","Sub Urban - Cirque [Official Music Video]","2021-03-03T20:00:14Z","UCqAil6_A1dWHdFXzOwVLqlg","Sub Urban","22","21.04.03","sub urban|cradles|sub urban cradles|freak|sub urban freak|rei ami freak|suburban cradles|suburban|tiktok|tiktok songs|tiktok songs 2020|sub urban tiktok|cradles tiktok|cirque|thrill seeker|sub urban thrill seeker|bella poarch|bella poarch music video|sub urban bella poarch|bella poarch cirque|sub urban official music video|sub urban cirque video|sub urban new music video","690272","150122","975","14345","https://i.ytimg.com/vi/6vNh-QW6Hlc/default.jpg","False","False","MERCH & ANNOUNCEMENTS: https://www.thatsuburban.comDebut EP 'Thrill Seeker' is out now: https://suburban.lnk.to/ThrillSeekerFollow Sub Urban:https://www.instagram.com/thatsuburban/https://www.tiktok.com/@thatsuburbanhttps://twitter.com/thatSubUrbanhttps://www.facebook.com/thatSubUrban/https://open.spotify.com/artist/7gXb99Sf9nNmpNYeAgIQFG?si=yjYjkA4NQzGqEYDeQihTsQhttps://music.apple.com/us/artist/sub-urban/429426385Follow Bella Poarch:https://www.tiktok.com/@bellapoarchhttps://www.instagram.com/bella.poarch/https://twitter.com/bellapoarchCredits: Director - Andrew DonohoStory & Creative – Sub UrbanProducer - Valerie BushExecutive Producer - Ryan HuffmanProduction Company - Huffman CreativeHead of Production - Luke ArreguinManager, Production - Katie SarrelsProduction Supervisor - Julio Mata Jr.Production Manager - Christine ParkProduction Coordinator - Chris FishLabel - Warner RecordsVP of Creative Services - Devin SarnoVP of A&R - Stefan MaxBella's MGMT - Aryan MahyarDirector Rep - Doug KlingerDirector of Photography - Nick Bupp1st AC - Bryce Platz2nd AC - Dusty SaundersSteadicam - Erdem ErtalDIT - Sydney SchnurrenbergerBTS - Lorenzo Belassen1st AD - Peter Maestrey2nd AD - Dustin GodwinGaffer - Blake FarmerBBE - Isaak Van Der MeulenElectric - Joe EscandellElectric - Matt TuppenKey Grip - Alex PicassoBBG - Mikey TellGrip - Jose AguilarGrip - Ryker WellsGrip - Daniel VlahosGrip - Nathon GiordanoProduction Designer - Tyler JensenArt Coordinator - Marisa PapaveroSet Decorator - Sandra VictoriSet Dresser - Joseph SalcedoLeadman - Danny ErbSet Dresser - Eric MooreSet Dresser -  Jesse HotchkissSet Dresser - Cesar MojicaSet Dresser - Jason SmithSet Dresser - Tony BarberStylist - Lisa MadonnaStylist Assistant - Chelsie BakerBP Hairstylist - Rachel LitaBP Makeup - Kenna ReefBP's Team - Becky BoltonTwo Feet's Team - Geoffey HuffordHMU Department Head - Alex PerroneKey Hair/Makeup - Mazena PukstoHair/Makeup - Joanna KleinHair/Makeup - Leilani SunglaoHair/Makeup - Heather GalipoHair/Makeup - Orlando MarinProduction Assistant - Jesse AlexanderProduction Assistant - AJ RinellaProduction Assistant - Samuel SmootProduction Assistant - Nigel CoxProduction Assistant - Libby StewartProduction Assistant - Elle KeseleyProduction Assistant - Nick ReynoldsProduction Assistant - Melody GonzalazCasting Director - Michael BeaudryCOVID Compliance Officer - Cerra MendezStunt Coordinator - Webster WhineryStunts - Jose Luis VasquezStunts - Vinny O'BrianStunts - Brian McCoyStunts - Rowbie OrsatiStunts - Craig JensonEditor - Andrew DonohoAssistant Editor - Sydney SchnurrenbergerColorist - Jacob McKeeVFX Creature Animation - Picture WizardsVFX Simulations - Senzo StudioCompositing Supervisor - Andrew DonohoCompositor - Ryan GameRotoscoping - Purple PatchMobster - Ego MikitasMobster - Matthew DorioMobster - Anthony AmorelloBurlesque Dancer - Jenna StockmanBurlesque Dancer - Michelle DionBurlesque Dancer - Angel RodriguezBurlesque Dancer - Leah FicarolaPolice Officer - Zachary ChicosPolice Officer - Al BurkePoker Player - Dan GregoryPoker Player - David Alan GrafPoker Player - Yolanda EsquivelPoker Player - Zone SheatsMobster/General Extra - Daniel DoranMobster/General Extra - Michael DoranGeneral Extra - Alan BornemannGeneral Extra - Brett BenowitzGeneral Extra - Kevin DavisGeneral Extra - Michael FarmerGeneral Extra - Elijah McKinleyGeneral Extra - Logan AndrewsGeneral Extra - Hannah McBrydeGeneral Extra - Arlondriah LenyeaGeneral Extra - Megan WilliamsGeneral Extra - Miki KanekoLyrics:Hear her talkin' 'bout that mainstreamGot it real easy like she got the callbackDroppin' underneath that eave breezeWanna watch her knees weakWhen they pass my name backYou know you sound c*cky as f*ckBut go and try, good f*ckin' luckSo if you ask to come and see meShow some f*ckin' dignityDon't tell me how to live lifeAnd I make it go (Boom), back at it againDon't need to be in love to have a little romanceSing it on the spot to watch the crowd danceAnd even if they're petrified, I hear their hearts pranceAnd I can be free from raw tyrannyMan, f*ck my emotions, they're ghostin' and moanin' all day on repeat(Woo)(Uh)We can fall in love or we can go insaneWe can play it rough or we can, we can play it safeDon't matter what's above, our destinies are madeWhy give us f*ckin' lemons if I can just buy lemonade?And I make it go (Boom), back at it againDon't need to be in love to have a little romanceSing it on the spot to watch the crowd danceAnd even if they're petrified, I hear their hearts pranceAnd I can be free from raw tyrannyMan, f*ck my emotions, they’re ghostin' and moanin' all day on repeat('Round and around we go)('Round and around we go)#SubUrban #Cirque"
