video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"gSfbZyiYbNM","Gros Secrets Entre Amoureux - Le Monde à L'Envers","2021-03-07T10:00:00Z","UCeqsLJGWhZXEerY5JWvwLkg","Le Monde à L'Envers","23","21.07.03","le monde a l'envers|monde a lenvers|parodie|valentin jean|jenny letellier|daniel auteuil","475723","60496","785","2093","https://i.ytimg.com/vi/gSfbZyiYbNM/default.jpg","False","False","POUR ACHETER NOTRE BD :Amazon : https://www.amazon.fr/Monde-%C3%A0-lenvers-T01/dp/2302080246Librairie : https://www.placedeslibraires.fr/livre/9782302080249-le-monde-a-l-envers-t-1-l-envers-du-decor-jenny-valentine-romain-pujol-horne/🌅 INSTAGRAM VAL : https://www.instagram.com/valentin_jean/?hl=fr🌅 INSTAGRAM JEN : https://www.instagram.com/jenny_letellier/?hl=fr📱TIKTOK : https://www.tiktok.com/@lemondealenversvideo?lang=fr🐦 TWITTER : https://twitter.com/LMLEvideo 👻 SNAPCHAT JEN : groscroutard👻 SNAPCHAT VAL : valentin_jean🎬 FACEBOOK : https://www.facebook.com/lemondealenversvideoAvecJenny LetellierTimothée HochetLucas PastorValentin JeanDaniel AuteuilXavier CordonnierÉcritureValentin Jean / Jenny LetellierLucas Pastor / Timothée Hochet / Xavier CordonnierChef OpérateurXavier CordonnierAssistante RéalisateursElena BultotSonClément DuclosMontageNicolas JeanValentin JeanMaquillageAdrien GiffardRégieJulien MeunierRemerciementsDaniel AuteuilMusiques (Epidemic Sound)The bride / Whatever it is / The king of thieves / Gift of faith / Expecting you / Leave sadness behind / Self reflection / The mole / Don't wake them up / Night landing / You are near / Who won / Paracosmic life from / The big chase / Pilgrimage / Girl like you (générique de fin)On est 3 590 600 ! Merci !Si tu as lu cette description, écris trop bien fait la main coupée en commentaire."
"H90Mii450M8","Balade dans le nord avec le Mich ! (On s'amuse comme on peut mdrrr, on passe à la friterie d’Albert)","2021-03-06T13:30:01Z","UCL9aTJb0ur4sovxcppAopEw","Inoxtag","24","21.07.03","INOXTAG|INOX|CROUTON|24h menoté|fritterie d'albert|inox friterie|inox michou|michou|inox vlog|vlog michou inox|inox degustation|inox michou rencontre abonné|cache cache inox mich","1230182","330880","644","12942","https://i.ytimg.com/vi/H90Mii450M8/default.jpg","False","False","Nouvelle vidéo et première vidéo d'une nouvelle série de Vlog (proposez des noms en commentaire, ex: inoxvlog, inoxlife,...)J'espere que ça va vous plaire bande de bg ! on est allé à la fritterie d'Albert et on a fait un tour à Amiens ! hésite pas à liker, commenter et à t'abonner ! :DVous êtes les boss !J'essaie de mettre les vlog en 4K pour que ça soit plus agréable !🎥Chaîne secondaire: https://bit.ly/2TnCBfm💙T'abonner: https://bit.ly/2Licu2N🔔✅Activez la cloche de notification ↪️Afin d'être au courant de mes prochains live ou vidéos !  😄Mes réseaux sociaux ! 😄Twitch: https://www.twitch.tv/inoxtag🎥Youtube: https://bit.ly/2Licu2N🐤Twitter: @Inoxtag / https://bit.ly/2rT3lVq📸Instagram: @Inoxtagytb / https://bit.ly/2IRifX4📞Discord: https://bit.ly/2LlIBi4💎Deviens Sponsor: https://www.youtube.com/channel/UCL9aTJb0ur4sovxcppAopEw/join💌 SponsorShip : inoxtag@talentweb.fr"
"MDlFISOebEU","Coupe de France 2021 : Les meilleurs moments de Brest - PSG","2021-03-06T22:22:09Z","UCRm-DLbhzojKd10edotYxMg","France tv sport","24","21.07.03","Coupe de France|PSG|Brest|Mbappé|Verratti|Faivre|Rico|Sarabia|Paredes|Draxler","168212","2959","65","264","https://i.ytimg.com/vi/MDlFISOebEU/default.jpg","False","False","Le PSG a validé son ticket pour les huitièmes de finale de la Coupe de France, en s'imposant à Brest, 3-0. Auteur d'un doublé, Kylian Mbappé a grandement contribué à la qualification des Parisiens, tout comme Pablo Sarabia, auteur d'un but. Retrouvez les meilleurs moments du match.▶️ Retrouvez l'actualité sportive en vidéo : https://www.france.tv/sport/​​​​​​​​​...​🔔 Pensez à activer la cloche 🔔 pour recevoir une notification pour chacune de nos vidéos !▶️▶️ Suivez l'actualité de France tv sport sur les réseaux sociaux : http://sofinder.me/Francetvsport​​"
"uiEFLYlT-WI","On fait découvrir Youtube à des bonnes soeurs. Leur avis sur PNL est une masterclass","2021-03-07T08:59:53Z","UCDPK_MTu3uTUFJXRVcTJcEw","Mcfly et Carlito","24","21.07.03","mcfly|carlito|golden moustache|fatshow|badass|dab|j'effectue|le|et|on|appelle|des|gens|au|hasard","1599496","231110","1250","9515","https://i.ytimg.com/vi/uiEFLYlT-WI/default.jpg","False","False","C’était juste génial. Vraiment. Une vidéo remplie d’humanité, d’humour et de philosophie. On espère que ça vous plaira autant qu’on a kiffé.Merci aux bonnes sœurs de l’abbaye notre dame de Jouarre pour leur accueil et pour l’énorme teuf qu’on a faite dans le cloître après. Blague à part on a adoré ce moment avec vous.D’ailleurs, si vous voulez jeter un œil à ce que les sœurs fabriquent à l’abbaye : facebook.com/boutique.abbayejouarre#SisterReactPar un hasard fou, TiBo a aussi sorti une vidéo avec des bonnes sœurs, allez checker ça !  Au fait vous inquiétez pas on prépare le concours d’anecdotes avec vous-savez-qui, on vous tient au pampryl ;)Crédits des vidéos visionnées avec les bonnes sœurs : ASMR français – Des frisons qu’avec des chuchotements : https://www.youtube.com/watch?v=Es9UP3RuL5w HariPear ASMR : https://m.youtube.com/channel/UCM8MsjocGlkuc8avsX0_RvgASMR Roleplay vendeur Iphone : https://www.youtube.com/watch?v=ERXZskm4QXc Soap Carving ASMR – Relaxing Sounds - Savon : https://www.youtube.com/watch?v=g-5P8GsdigQ Mohamed Henni – Porto VS OM 3-0 : https://www.youtube.com/watch?v=hqmg8d8URcs&feature=youtu.be 5ème Discours Macron reconfinement YTP : https://youtu.be/kAwlxtLxEds Hollande VS Kaamelott : https://www.youtube.com/watch?v=dxEB0ssUfFA Squeezie - Comment j’ai pu passer à côté de ça : https://www.youtube.com/watch?v=P9Nr5W9aaRE Les Goguettes – T’as voulu voir le salon : https://www.youtube.com/watch?v=BFOJtRFlY-8 Felix Baumgartner – Space Jump : https://www.youtube.com/watch?v=vvbN-cWe0A0 Mcfly & Carlito : Tu perds tu sautes : https://www.youtube.com/watch?v=3RbQ6YLmFqk PNL – AU DD : https://www.youtube.com/watch?v=BtyHYIpykN0 Swan & Néo – Challenge tête d’œuf extrême : https://www.youtube.com/watch?v=w9bT_eTeTcI Mcfly & Carlito - On a piégé Lena en transformant TOUT son salon en LEGO : https://www.youtube.com/watch?v=SQJaAVx4OXU My third highest note : La note la plus aigüe : https://www.youtube.com/watch?v=6_2ZJ4QW_O4&feature=youtu.beUn merci continuel à notre dream team. Entourez vous bien, ça change tout : Réalisateur : Florent Sabatier OPV : Ugo Tsvetoukhine Chef OPS : Martin Bonami Monteurs : Florian Hautekiet - Jérôme FilletteMixage : Martin Bonami Vignette : Antoine Behaeghel - MoodmakerDirectrice de production : Camille Selosse Chargées de production : Élise Porcher - Blanche Martin Assistants de production : Arthur Miller - Marie Barthelemy Stagiaire de production : Serena San VincenteINSTAGRAM★ https://www.instagram.com/rafcarlito★ https://www.instagram.com/levraimcflyFACEBOOK ►https://facebook.com/raphaelcarlierakacarlito►https://www.facebook.com/mcflyofficielTWITTER ✔ https://twitter.com/levraimcfly✔ https://twitter.com/raphael_carlierTIKTOK@carlitopourdevrai@mcflytiktok"
"lrx-_tncEGQ","LA FASCINANTE HISTOIRE DE NETFLIX","2021-03-06T12:20:36Z","UCGWoTWsXJi1UtCjOiBHIsfw","Sofyan","24","21.07.03","doublage|sofyan|film|tournoi|histoire|netflix|série|cinéma|la fascinante histoire de netflix|apple|microsoft|playstation|nintendo","345409","60226","189","1649","https://i.ytimg.com/vi/lrx-_tncEGQ/default.jpg","False","False","L'histoire de Netflix depuis 1997 jusqu'à aujourd'hui.Abonne-toi (à ma chaîne hein) : http://bit.ly/1yzJjxGInstagram ► sofyanTwitter ► @sofyanboudouniTwitch (ça va bientôt reprendre) ► sofyanliveBientôt une nouvelle chaîne YouTube la mif et sinon à très vite sur celle-ci ! Toudoum."
"wgM6TGUJFUs","Yoka détruit Djeko dans le dernier round","2021-03-05T23:02:52Z","UC8ggH3zU61XO0nMskSQwZdA","CANAL+ Sport","24","21.07.03","boxe","646912","9178","245","1005","https://i.ytimg.com/vi/wgM6TGUJFUs/default.jpg","False","False","💪 Encore plus de sport sur myCANAL : https://www.canalplus.com/sport/  🔔 Abonnez-vous pour suivre toute l’actu sport de CANAL+ ! 📲 CANAL+Sport sur les réseaux : Facebook : https://www.facebook.com/CanalPlusSport  Twitter : https://twitter.com/CanalPlusSport  👉 On est aussi sur Instagram ! https://instagram.com/canalplussport #Sport"
"AiOFM93LvwQ","J’AI COMMANDÉ 10 JOUETS BIZARRE POUR MON CHAT ! ( Il est trop mignon )","2021-03-06T12:39:39Z","UCoY9dSehUOccMeV06OGmuQA","Sora","24","21.07.03","sora|tsuki|jouets|jouet|chat|chat sora|tsuki sora|amazon|test|jouet pour chats","504041","79430","291","5101","https://i.ytimg.com/vi/AiOFM93LvwQ/default.jpg","False","False","Merci à Stéréo de m'avoir accompagné sur cette vidéo. Tu peux me retrouver sur l'application et suivre mes prochains lives ici : http://www.stereo.com/sora_Rdv demain à 16h00 pour un show avec Dooms sur le sujet.. Des chats ! Venez participer et échanger en direct avec moi !J'ai acheté 10 jouets pour Tsuki, on regarde comment il réagit, ce qu'il aime et ce qu'il n'aime pas !📸 Mon Instagram : https://bit.ly/2vT6uHM👾 Ma Chaîne Twitch : https://www.twitch.tv/sora🐦 Mon Twitter : https://bit.ly/2MXdz0u🎬 Ma chaîne secondaire : https://bit.ly/3rYGeHg👑 Ma boutique : https://universdesora.com/📧 CONTACT PROFESSIONNEL : soramailpro@gmail.comVidéo montée par Ema"
"ACjcSLYp6mE","ACHETER TOUT 1 SUPERMARCHÉ (Nourrir 100,000 personnes) @HugoPOSAY","2021-03-05T17:18:10Z","UCKq9JxyISqBHDd-fXfV3QtQ","FastGoodCuisine","26","21.07.03","fastgoodcuisine|fastgood|fastfood|Hugoposay|Hugoposay fastgoodcuisine|fast food cuisine|challenge|Paris|France|Fastgoodcuisine vs|Fastgoodcuisine avec hugoposay|Acheter|Achat|Acheter tout 1 supermarché|Nourrir 100|Resto|Restos|restos du cœur|cœur|collecte nationale restos du coeur 2021|collecte nationale restos du coeur|100 000|nourrir 100 000|acheter tout|acheter tout une boutique","1232770","160240","901","2396","https://i.ytimg.com/vi/ACjcSLYp6mE/default.jpg","False","False","Le lien de la cagnotte ➡️  https://bit.ly/FastGoodRestoCoeurACHETER TOUT 1 SUPERMARCHÉ (Nourrir 100,000 personnes) Clique ici pour t'abonner : http://bit.ly/fastgoodcuisineTU PERDS TU PAIES CHALLENGE ! (Nourrir 100,000 personnes)➡️  https://youtu.be/yta8O2paS58La chaîne d'@HugoPOSAY https://www.youtube.com/user/MultiGaming01Si vous allez faire des courses ce week-end ➡️ https://www.restosducoeur.org/du-05-au-07-mars-cest-le-week-end-des-restos/Après la vidéo JE TESTE LES RESTOS DE SETH GUEKO (Burger VS Thai) Voici un nouveau challenge avec Hugoposay : ACHETER TOUT 1 SUPERMARCHÉ (Nourrir 100,000 personnes). On va aider les Restos du Coeur pour la collecte nationale (05 au 07 mars 2021)#RestosDuCoeur #Hugoposay #FastGoodCuisineMerci Lidl de nous avoir accueillis pour ce tournage ! Mes livres de cuisine : 📕Mon nouveau livre - 2019 : http://bit.ly/FastGoodHealth📙Tome 1 - 2016 : http://bit.ly/FastGoodLivre⇩ SUIVEZ-MOI SUR LES RÉSEAUX ⇩ 🖼️ Instagram : https://www.instagram.com/fastgoodcuisine💪 Fitness : https://www.instagram.com/charlesfit_ness🐦 Twitter : https://twitter.com/fastgoodcuisine👻 Snapchat : Fastgoodcuisine🌐 Facebook : https://www.facebook.com/FastGoodCuisineActive la 🔔 pour ne rater aucune vidéo ! 📌 Contact presse / Collaboration Fastgoodcuisine@gmail.com Découvrez les meilleures vidéos de ma chaîne ⇩https://www.youtube.com/watch?v=rNpFcjaf0qs&list=PUKq9JxyISqBHDd-fXfV3QtQ__FastGoodCuisine est la première chaîne de cuisine en France, retrouvez de délicieuses recettes rapides et faciles à reproduire à la maison !"
"Cp9pk-FkE6E","Booba - Mona Lisa Feat. JSX (Clip Officiel)","2021-03-04T15:00:08Z","UCNtD7oDVld6YeaYV7tCXo1A","B20baOfficiel","10","21.07.03","Booba|Tallac Records|92i|B2oba|Kopp","2703788","119922","3096","8483","https://i.ytimg.com/vi/Cp9pk-FkE6E/default.jpg","False","False","Single MONA LISA disponible :  https://booba.lnk.to/MonaLisaExtrait du nouvel album ULTRA : https://booba.store/Abonne-toi : http://bit.ly/2aIsz16​ Réalisé par Steeve Mad, AniBeatz et BoobaRetrouve Booba sur :Facebook: http://www.facebook.com/booba​ Twitter: http://twitter.com/booba​ Instagram: https://instagram.com/lapiraterieofficialRéalisateur : Lionel HirleProduction : Glitch - https://glitchparis.tv/Producteur : Leslie Dupuis-Mendel Chef opérateur : Téva Vasseur 1ère assistante caméra : Clara Direnberger Pilote drone : Brice TholozanOpérateur drone : Elliot CarrascoPilote FPV racer : Pablo SotesCaméra & drone : Full MotionStyliste FR (JSX) : Kahina MelchaneProducteurs Ondamax : Éric Mathis & Michelle PetternellaProducteurs Kanan : Israel Gonzáles & Pablo RamosDirecteur de production : Brooklyn Fecter1er assistant réalisateur : Alejandro Güero LaviadaRégisseur décors : Arturo LópezChef électricien : Adair CrowÉlectricien : Rodolpho BrambillaChef machiniste : Alejandro PorrasMachiniste : Roberto RiosCheffe décoratrice : Georgina ChevezHabilleuse : Jordana CastroMaquilleuse : Carolina BellavistaChef de fil : Omar RipolRégisseur : Dan RepettoRégisseur : Gabriel Hernández GómezRégisseuse : Sofia RamosRégisseur : Rodrigo OchoaRégisseur : Fernando OviedoPostproduction : Bandits Postproducteur : Denis BrunierAssistant postproduction : Stéphane FurrerMontage : Gwennael GhelidEtalonnage : Anne SzymkowiakFlame : Bruno MaillardFlame : Sylvian FabreAfter Effect : David PoulainMatte Painter : David BrochardSound Design : Sylvain Pierre @KouzJSX apparaît avec l’aimable autorisation de La Piraterie Music℗ & © 2021 TALLAC RECORDS"
"Rk8Oe9i5iTk","LES SECTES, CE QU'ON NE VOUS A JAMAIS DIT !","2021-03-07T09:00:06Z","UC1yj6r9v4rF85senIpdVsWQ","Just Helena","23","21.07.03","humour|vulgarisation|helena|just|drôle|secte|illuminati|scientology|scientologie|gourou|bhagwan|kkc|oculte","52336","11645","25","354","https://i.ytimg.com/vi/Rk8Oe9i5iTk/default.jpg","False","False","Merci à Stereo d'avoir sponsorisé cette vidéo 🎙️ ! Rejoignez moi gratuitement en live sur l'application mercredi 10/03 à 19h via ce lien : https://bit.ly/38j2vrjVenez découvrir le secret le mieux gardé de la secte la plus connue au monde ! Vous n’êtes pas prêts ! ๏ SUIVEZ MOI SUR MES RESEAUX :- MON INSTA : https://www.instagram.com/JustHelenaOff- MON TWITTER : https://twitter.com/JustHelenaOffMiniature : @AYDRAWINGSQuelques unes de mes sources :https://globalnews.ca/news/3721663/leah-remini-scientology-bridge-total-freedom/ https://tonyortega.org/2018/03/21/kirstie-alley-goes-ot8-celebrates-her-confront-level-on-scientologys-cruise-ship-freewinds/https://infodujour.fr/societe/39908-la-scientologie-secte-ou-religionhttps://bigthink.com/culture-religion/four-cult-recruitment-techniques?rebelltitem=2#rebelltitem2Documentaire : « Going clear »Netflix specials : “The cult explained”"
