video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"7WalqydGwk8","ONE OK ROCK - Renegades [OFFICIAL MUSIC VIDEO Short Ver.]","2021-04-09T03:00:03Z","UCzycs8MqvIY4nXWwS-v4J9g","ONE OK ROCK","10","21.09.04","ONE OK ROCK|ワンオク|ワンオクロック|Taka|Toru|Ryota|Tomoya|バンド|OOR|ロック|Japan|J-Rock|rock band|Japanese Band","689297","56267","161","3717","https://i.ytimg.com/vi/7WalqydGwk8/default.jpg","False","False","#Renegades #ONEOKROCK #OOR​ #るろうに剣心Director: Toshi AtsunoriAnnouncing the new single Renegades co-written with Ed Sheeran set for release on April 16th,to feature as the official theme song of the upcoming Japanese film Rurouni Kenshin: The Final.[Music]Releasing on April 16th, 2021Pre-order/Pre-save/Pre-addJapanese Version: https://OOR.lnk.to/RenegadesJAWInternational Version: https://oor.lnk.to/renegades[MUSIC VIDEO]YouTube Premiere on Official YouTube ChannelApril 16th, 20215:00AM PT / 8:00AM ET / 1:00PM  BST / 9:00PM JSThttps://www.youtube.com/user/oneokrockchannel[ミュージックビデオ]オフィシャルYouTubeチャンネルにてプレミア公開！2021年4月16日 21:00〜https://www.youtube.com/user/oneokrockchannel★Official TikTok Account is now Launched!!★http://tiktok.com/@oneokrock_officialFollow ONE OK ROCK on...Instagram: https://www.instagram.com/oneokrockofficial/Twitter: https://twitter.com/ONEOKROCK_japanTikTok: http://tiktok.com/@oneokrock_officialFacebook: https://www.facebook.com/ONEOKROCK/More to follow...Taka: https://www.instagram.com/10969taka/Toru: https://www.instagram.com/toru_10969/Ryota: https://www.instagram.com/ryota_0809/Tomoya: https://www.instagram.com/tomo_10969/Official Website: https://www.oneokrock.com/"
"QvCq5giepxQ","【爆買い】給料上がったし気合い入れて4月の購入品紹介","2021-04-08T13:30:18Z","UCRxPrFmRHsXGWfAyE6oqrPQ","コムドット","1","21.09.04","購入品|ファッション|コムドット","1213944","59596","980","5379","https://i.ytimg.com/vi/QvCq5giepxQ/default.jpg","False","False","ゆうたひゅうが編集こんばんはゆうたです！！今日は毎月恒例の購入品紹介毎月洋服だったり便利品だったりを買い物していますがこの動画楽しんでいただけてますでしょうか？？個人的にいつも見てくれている方々から便利な雑貨や、物を教えていただきたいです。笑一人暮らしを始めて収納に困ることが多々あるので是非便利な収納グッズなどあれば教えてください。笑あと、いい匂いのディフューザーとか！！(ディフューザーとか言い方かっこつけてて草)じゃあ今日はこの辺で。おやすみ〜グンナイツTik Tokアカウントやまと→ http://vt.tiktok.com/drLVKr/ゆうた→ http://vt.tiktok.com/dMKVbv/ゆうま→ http://vt.tiktok.com/dMTpys/ひゅうが→ http://vt.tiktok.com/dMWdng/あむぎり→ http://vt.tiktok.com/dME4Kf/地元企画再生リストhttps://youtube.com/playlist?list=PLyJqt6BfGzwmeK0rTPTkH0-SKN0c0stZoオススメの動画リスト→ https://www.youtube.com/playlist?list=PLyJqt6BfGzwlhmAS_ZnbuyRwbei2VDMHX◾︎コムドットのサブチャンネル→ https://www.youtube.com/channel/UCNPDPYqIbaLkKACHk6J_IEw◾︎コムドットのTwitter本陣→ https://twitter.com/comyoutuber2/status1047817176147623937?s=2やまと→ http://twitter.com/@comyamato0515ゆうた→ http://twitter.com/@comyuta0305ゆうま→ http://twitter.com/@comyuma1214ひゅうが→ http://twitter.com/comhyuga1117あむぎり→ http://twitter.com/@comamugiri012◾︎コムドットのInstagram本陣→ https://instagram.com/p/BoeJWOOhgfk/やまと→ https://www.instagram.com/com.yamatoゆうた→ https://www.instagram.com/com.yutaゆうま→ https://www.instagram.com/com.yumaひゅうが→ https://www.instagram.com/com.hyuugaあむぎり→ https://www.instagram.com/com.amugiri"
"cdXgKcC0d-M","SEVENTEEN Performs A High-Octane Version Of VERY NICE | Press Play","2021-04-08T17:00:28Z","UCq4isO8ZYOZfmvGJ-_1UdIA","Recording Academy / GRAMMYs","10","21.09.04","grammy awards|grammys|grammy|album of the year|record of the year|song of the year|grammys red carpet|grammy red carpet|2021 GRAMMYs|63rd GRAMMYs|The One And Only GRAMMYs|SEVENTEEN|SEVENTEEN live performance|SEVENTEEN performs VERY NICE|Press Play|Press Play At Home|SEVENTEEN Press Play|VERY NICE|semicolon","391203","69839","144","4454","https://i.ytimg.com/vi/cdXgKcC0d-M/default.jpg","False","False","In the latest episode of Press Play At Home, the South Korean boy band SEVENTEEN performs an irresistible version of their track VERY NICE, written by members S.COUPS, WOOZI and VERNON along with their producer, BUMZU.About the Recording Academy / GRAMMYs: Recording Academy is the world's leading society of musical professionals and is dedicated to celebrating, honoring, and sustaining music's past, present and future. Connect with the Recording Academy / GRAMMYs: WEBSITE: http://www.grammy.comFACEBOOK: http://grm.my/2gcTcMk TWITTER: http://grm.my/2gDUHUD  INSTAGRAM: http://grm.my/2gZGIvJ Subscribe NOW to the Recording Academy / GRAMMYs on YouTube: http://grm.my/1dTBF8H#SEVENTEEN #VERYNICE #PressPlay #GRAMMYs"
"z92DmTxjzwU","NO GOOD TV| GAME Vol. 7 - WEREWOLF/人狼","2021-04-08T09:00:17Z","UCy5YRlHRDW3y-N5aIzABo9Q","NO GOOD TV","22","21.09.04","Jin Akanishi|Ryo Nishikido|錦戸亮|赤西仁|N/A|ライブ|音楽|アイドル|Idol|Japanese|日本語|暇潰し","233887","6641","87","534","https://i.ytimg.com/vi/z92DmTxjzwU/default.jpg","False","False","［NO GOOD TV | GAME Vol. 7 - WEREWOLF/人狼 ］JIN AKANISHI & RYO NISHIKIDO & TAKERU SATOH & TAKAYUKI YAMADA & SHOHEI MIURA「N/A」YouTube Channelhttps://www.youtube.com/c/NAOfficialChannel「RYO NISHIKIDO」YouTube Channelhttps://www.youtube.com/c/ryonishikido「JIN AKANISHI」YouTube Channelhttps://www.youtube.com/user/JinAkanishiusa「TAKERU SATOH」YouTube Channelhttps://www.youtube.com/c/takerusatoh「TAKAYUKI YAMADA」YouTube Channelhttps://www.youtube.com/channel/UCsy3RSnpdXfVL73z9TfBa9Q/featuredINSTAGRAMRYO NISHIKIDO: https://www.instagram.com/ryonishikido_officialJIN AKANISHI: https://www.instagram.com/jinstagram_officialTAKAYUKI YAMADA: https://www.instagram.com/takayukiyamadaphotoTWITTERRYO NISHIKIDO: https://www.twitter.com/ryonishikido_jpJIN AKANISHI: https://www.twitter.com/Jin_AkanishiWEBSITEN/A PROJECT: https://na-official-project.comRYO NISHIKIDO: https://www.ryonishikido.comJIN AKANISHI: http://www.jinakanishi.comTAKERU SATOH: http://www.satohtakeru.com［INFO］info@nogood.tvinfo@nomadrecords.jpinfo@gogood.jp#NOGOODTV #RyoJin #NA #JINAKANISHI  #RYONISHIKIDO #TAKAYUKIYAMADA #TAKERUSATOH #SHOHEIMIURA #錦戸亮 #赤西仁 #山田孝之 #佐藤健 #三浦翔平 #人狼 #JINRO"
"5-zYALIrOcM","フォーエイトはこの1ヶ月間連続でコラボ動画を出します！！","2021-04-08T10:00:19Z","UCjNrxV6lbQZHK8E5LfNHmUg","48-フォーエイト","24","21.09.04","男女|TikTok|TikToker|大人数|YouTuber|こたつ|タロー社長|わかゔぁ|アマリザ|enn|音羽|あみか|ゑむ氏。|爆笑|ドッキリ|検証|企画|恋愛","1035986","30005","2236","6014","https://i.ytimg.com/vi/5-zYALIrOcM/default.jpg","False","False","動画を見て下さり、本当にありがとうございます！そして、改めて、皆さんに沢山の心配を掛けてしまい、申し訳ありません。今回はGANTZという映画をテーマにショートムービーを作らせて頂きました。あの黒い玉はGANTZという映画を参考にさせてもらってます！映画の方では、GANTZの世界から脱出するために、100点を目指して色んな宇宙人と戦うゲームに参加します。そして、見事100点を獲得したら、願いを叶えてもらうのが100点メニューです。そして今回はそれに添ったシナリオを僕達フォーエイトに合わせました！！僕達の卒業を回避するために、30日間ぶっ通しでYouTuberさん(GANTZでは宇宙人)とコラボ(GANTZでは戦う)しないといけない。そして、見事30点メニュー(GANTZでは100点)をクリアすることによって願い事を一つ叶えれる(GANTZでは脱出する)という設定です。少し、分かりにくかった方には本当に申し訳ありませんでした。完結に言うと、今日の4月8日(フォーエイトの日を記念として)に誰もやったことがないコラボウィークならぬコラボマンス(30日間)をする事になりました！期間は明日の4月9日から5月8日の毎日19時にプレミア公開されます。めちゃくちゃ凄い動画ばっかだから、みんな楽しみにしててね！今日の21時にライブで待っています！#フォーエイトの日 #フォーエイトコラボマンス #GANTZ"
"JcjzFIPuk2M","Apex Legends War Games Event Trailer","2021-04-08T15:00:06Z","UC0ZV6M2THA81QT9hrVWJG3A","Apex Legends","20","21.09.04","Apex Legends|Apex Legends Anniversary Event|Apex Legends War Games|Apex Legends Fuse|Apex Legends Season 8|Apex Legends Mayhem|Apex Legends 2nd Anniversary|Season 8 Battle Pass|Apex Legends new season|Apex Legends game|Respawn Apex Legends|Battle Royale game|Battle Royale|Battle Royale shooter|Apex Games|squad play|multiplayer shooter|Apex Legends PS4|Apex Legends Xbox|Apex Legends PC|Apex Legends Origin|Respawn Entertainment|Electronic Arts","1650557","53889","1276","5647","https://i.ytimg.com/vi/JcjzFIPuk2M/default.jpg","False","False","Shall we play a game? The new War Games Event features five rotating takeover modes with never-before-seen modifiers, a new rewards track, and new skins.  Maggie warned the Legends what would happen if they didn’t deliver Fuse to her. Now she’s following through on her threat. Say goodbye to your precious games -- Salvo’s War Games are here instead. Play five rotating limited-time takeovers over two weeks. Shields regenerate in Shield Regen, round time is reduced whenever a Legend dies in Killing Time, automatically retrieve fallen banners in Auto Banners, compete for top loot in Ultra Zones, and get a free respawn in Second Chance. Plus check out the store to get bold new cosmetics. Everybody loves a little Mayhem -- get out there and make Maggie proud. Apex Legends™ is a free-to-play battle royale game where legendary characters battle for glory, fame, and fortune on the fringes of the Frontier. Play for free now on PlayStation® 4, PlayStation 5, Xbox One, Xbox Series X|S, Nintendo Switch, and PC via Origin and Steam.  Learn more about Apex Legends Season 8 – Mayhem: http://x.ea.com/67416 Check out our YouTube channel: http://x.ea.com/56710.Follow us on Twitter: https://twitter.com/playapex.Follow us on Instagram: https://www.instagram.com/playapex/.#WarGames #ApexSeason8 #ApexSeason8 #ApexLegends"
"HdEA-OyHzik","【涙腺崩壊】小学生時代の息子の成長を振り返り→手紙で親の気持ちを伝えてみた【シングルマザー】","2021-04-08T10:00:13Z","UCvkWfTGdqAz8N3nJfNay-cA","chiimeloちいめろ","24","21.09.04","ちいめろ|chiimelo|ママ|琉ちゃろ|りゅうちゃろ|まひめろ|あきたん|彼氏|メンヘラ|メンヘラカップル|ファミリー|ホストくん","575555","16048","619","1910","https://i.ytimg.com/vi/HdEA-OyHzik/default.jpg","False","False","おはめろ〜(((o(*ﾟ▽ﾟ*)o)))今回は…琉ちゃろの小学生時代を振り返り〜❤そしてサプライズお手紙で中学生になる琉ちゃろに伝えたい事を伝えました❤号泣してしまう動画なので、必ずひとりでみてください😭❣️by スタッフ#ちいめろ　#琉ちゃろ　#入学🔻【ちいめろ初書籍】こちらから購入できます🔻https://www.amazon.co.jp/dp/4299003365/ref=cm_sw_r_tw_dp_U_x_WIurEbNZ1XYN8【サブチャンネル】https://youtu.be/hwWkyYh7-4A【お問い合わせ先について】チャンネル概要欄に記載しております問い合わせ先にお願い致します。ブログ▶http://www.dclog.jp/chiimelo74/Twitter▶https://twitter.com/chiimelo74Instagram▶https://www.instagram.com/chiimelo74/Pop Pop Candy_pt1 / ALL BGM CHANNELPop Pop Candy_pt2 / ALL BGM CHANNELPop Pop Candy_pt3 / ALL BGM CHANNELHi New World_pt1 / ALL BGM CHANNELHi New World_pt2 / ALL BGM CHANNELHi New World_pt3 / ALL BGM CHANNEL音源提供：(P)&(C) Star Music Entertainment Inc."
"mgYnKfgx6tI","NiziU(니쥬) 2nd Single 『Poppin’ Shakin’』 MV","2021-04-06T15:00:05Z","UCaO6TYtlC8U5ttz62hTrZgg","JYP Entertainment","10","21.09.04","JYP Entertainment|JYP|Make you happy|Step and a step|Sony|JYP nation|MV|M/V Teaser|niziu debutsingle|니쥬|needyou|niziproject|nizipro|니지프로젝트|ニジュー|마야|마코|리마|리오|미이히|마유카|아야카|니나|리쿠|maya|mako|rima|miihi|mayuka|rio|ayaka|nina|riku|虹プロ|ニジプロ|アイドル|オーディション番組|マヤ|マコ|リマ|リオ|ミイヒ|マユカ|アヤか|ニナ|リク|JYPさん|niziu step and a step music video|스텝앤어스텝|니쥬 스텝앤어스텝|니쥬데뷔|데뷔싱글 NiziU music video|girl group|k-pop|j-pop|NiziU|Takeapicture|PoppinShakin","12011704","285747","5084","16423","https://i.ytimg.com/vi/mgYnKfgx6tI/default.jpg","False","False","NiziU 2nd Single『Take a picture／Poppin’ Shakin’』2021.4.7 Release『Take a picture／Poppin’ Shakin’』 Digital Release https://niziu.lnk.to/ZfXGc1MelOn https://bit.ly/31QgXmTFLO https://bit.ly/3wFFOrZGenie https://bit.ly/3dIYyOBBugs https://bit.ly/3sPVINXNiziU Official Homepage: https://niziu.com/NiziU Official YouTube: https://www.youtube.com/c/NiziUOfficialNiziU Official Facebook: https://www.facebook.com/NiziUinfoofficialNiziU Official Twitter: https://twitter.com/NiziU__officialNiziU Official Instagram: https://www.instagram.com/niziu_info_officialNiziU Official Artist Instagram: https://www.instagram.com/niziu_artist_officialNiziU Official TikTok: https://www.tiktok.com/@niziu_officialNiziU Official FANCLUB “WithU”: https://fc.niziu.comNiziU Official FANCLUB “WithU MOBILE”: https://m.niziu.com#NiziU #ニジュー #니쥬 #WithU#Poppin_Shakin#Take_a_pictureCopyrights ©2021 JYP Entertainment Japan./ Sony Music Entertainment (Japan) Inc. All rights reserved."
"dJrKnWYz4OE","【難易度MAX】嫁？母親？どっちが嫁の料理でしょう？","2021-04-08T09:00:10Z","UC642pLj4GXSj-0Ybdx3ytmA","カジサック KAJISAC","24","21.09.04","カジサック|KAJISAC|キングコング|キンコン|梶原|西野|吉本|お笑い|芸人|Youtuber|OmO|カジサックの部屋|吉本興業|かじさっく|＃吉本自宅劇場","459913","9984","310","1778","https://i.ytimg.com/vi/dJrKnWYz4OE/default.jpg","False","False","コンビニ？嫁？どっちの料理DEショー！https://www.youtube.com/watch?v=_rhDIO-fe9Q【喧嘩になりました】愛妻料理を当てろ！どっちが自分の嫁でしょう？https://www.youtube.com/watch?v=z3wbnHDNgR8&t※緊急事態宣言解除後の撮影につきまして検温・手指の消毒の義務化や換気の徹底など感染拡大の防止対策に取り組んだ上で撮影を行なっております。吉本興業所属のキングコング梶原が、新米Youtuberカジサックとなって色んなことを学ぶチャンネルです。毎週火曜、木曜、土曜、日曜の18時を目安に動画をアップしています。※他の曜日もアップされる可能性もあります。★復活したTwitterアカウントはこちら！https://twitter.com/kajisac_onashasカジサック公式アプリ「カジサックの楽屋」のインストールはこちらから！▼iOShttps://apps.apple.com/app/id1473420400▼Androidhttps://play.google.com/store/apps/details?id=com.c_rayon.kajisac★カジサックのLINEスタンプはこちらhttps://line.me/S/sticker/7343752★カジサック&ヨメサックのinstagramはこちらhttps://www.instagram.com/kajisac_yomesac/★ちょっとでも面白かったらぜひチャンネル登録をお願いします！→  http://www.youtube.com/channel/UC642pLj4GXSj-0Ybdx3ytmA?sub_confirmation=1サブチャンネル（「カジサック の小部屋」）はこちら→ http://www.youtube.com/channel/UCdEpbrlHoqnUGMRy2LICtRw?sub_confirmation=1カジサックのゲーム部屋はこちら→https://www.youtube.com/channel/UCaweVLFU1fA7C3HQwmQNLDATikTok ：@カジサック【YouTuber】カジサックの冠番組『カジサックのじゃないと！』HPはこちらhttp://www.kkt.jp/program/janight/番組公式Twitterはこちらhttps://twitter.com/k_janightTVerとhuluでも見逃し配信中！Tver：https://tver.jp/feature/f0048217hulu：https://www.hulu.jp/kajisac-no-ja-night#カジサック #KAJISAC #吉本自宅劇場 #カジサックの部屋 #KAJISACROOM #OmO #吉本興業ーーーーカジサック の人気動画５選１。　Nonstyleの石田さんと語りました　　　https://www.youtube.com/watch?v=wDgh3nc4Yds２。　丸一日ママになってみました　　　https://www.youtube.com/watch?v=rxddtDfnIB0３。　同期の南海キャンディーズ山ちゃんとガチンコトーク　　　https://www.youtube.com/watch?v=M2G6gkWDsqU４。　【大事故】タメ口ドッキリを仕掛けたらココリコ遠藤さんにガチでキレられましたhttps://www.youtube.com/watch?v=IY3BpJ-H1wY"
"P8HdGQWFxMA","伶 『水平線』(カバー)","2021-04-08T13:00:08Z","UC36d9BfqBDm4ToLVvPnI1zg","伶Official YouTube Channel","10","21.09.04","E-girls|Flower|鷲尾伶菜|LDH|Girls|ファーストテイク|First Take|伶|backnumber","162504","11340","46","857","https://i.ytimg.com/vi/P8HdGQWFxMA/default.jpg","False","False","伶、オフィシャルYouTubeチャンネルを開設！注目のカバー第二弾目はback numberの「水平線」　をバンドサウンドに乗せてカバー。伶の声がしっかり堪能できるアレンジとなっています！オフィシャルHP：https://rei-web.jpオフィシャルtwitter：https://twitter.com/rei__official_オフィシャルInstagram：https://www.instagram.com/reina.washio.official/♪伶「白雪姫 - From THE FIRST TAKE」　配信はこちら　https://smar.lnk.to/X6iFCJ　　　♪伶「Call　Me Sick/こんな世界にしたのは誰だ」配信はこちらhttps://smar.lnk.to/N4Z9O5nx"
